show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,duration_int,duration_type,year_added
s1356,Movie,The Wild,Steve Williams,"Kiefer Sutherland, Jim Belushi, Eddie Izzard, Janeane Garofalo, William Shatner, Richard Kind","Canada, United States",2019-11-12,2006,G,86 min,"Action-Adventure, Animation, Comedy","A band of animals escape from the zoo, into the wilds of New York City.",86,min,2019
s1357,Movie,The Wise Little Hen,Wilfred Jackson,"Clarence Nash, Florence Gill",United States,2019-11-12,1934,TV-G,8 min,"Animation, Family, Kids",Donald Duck learns that you must work for a harvest. See details for advisory.,8,min,2019
s1358,Movie,The Wizards Return: Alex vs. Alex,Victor Gonzalez,"Selena Gomez, Jake T. Austin, Jennifer Stone, Gregg Sulkin, Beau Mirchoff, Maria Canals-Barrera",United States,2019-11-12,2013,TV-G,59 min,"Comedy, Coming of Age, Fantasy",Alex creates a good and evil version of herself.,59,min,2019
s1359,TV Show,The World According to Jeff Goldblum,Unknown,Jeff Goldblum,United States,2019-11-12,2019,TV-PG,2 Seasons,Docuseries,Jeff Goldblum explores the fascinating science and history of deceptively familiar objects.,2,Seasons,2019
s1360,Movie,The Young Black Stallion,Simon Wincer,"Richard Romanus, Biana Tamimi, Patrick Elyas, Gerard Rudolf, Ali Ameri, Andries Rossouw",United States,2019-11-12,2003,G,51 min,"Action-Adventure, Animals & Nature, Drama",A girl risks her treasured black stallion to save her family home.,51,min,2019
s1361,Movie,Three Blind Mouseketeers,Dave Hand,"Pinto Colvig, Billy Bletcher",United States,2019-11-12,1936,TV-Y7,9 min,"Animation, Family, Parody",Captain Katt sets traps for the Three Mouseketeers. See details for advisory.,9,min,2019
s1362,Movie,Three Days,Michael Switzer,Unknown,United States,2019-11-12,2001,TV-G,93 min,"Drama, Fantasy",An angel lets a man relive the days before his wife's death.,93,min,2019
s1363,Movie,Three Little Pigs,Burt Gillett,"Billy Bletcher, Pinto Colvig, Dorothy Compton, Mary Moder",United States,2019-11-12,1933,TV-Y7,9 min,"Animation, Family, Kids",A Disney telling of the Three Little Pigs. See details for advisory.,9,min,2019
s1364,Movie,Three Little Wolves,Dave Hand,Unknown,United States,2019-11-12,1936,TV-Y7,9 min,"Animation, Family",Two frivolous pigs blow the wolf horn one too many times. See details for advisory.,9,min,2019
s1365,Movie,Three Men and a Baby,Leonard Nimoy,"Tom Selleck, Steve Guttenberg, Ted Danson, Margaret Colin, Celeste Holm, Nancy Travis","United States, France",2019-11-12,1987,PG,103 min,"Buddy, Comedy","Handsome men trade wine, women and song for crib, pacifier and diaper.",103,min,2019
s1366,Movie,Three Men and a Little Lady,Emile Ardolino,"Tom Selleck, Steve Guttenberg, Ted Danson, Nancy Travis, Christopher Cazenove, Fiona Shaw",United States,2019-11-12,1990,PG,104 min,"Buddy, Comedy, Romance","Just as three doting fathers are getting the hang of parenthood, their daughter is taken from them.",104,min,2019
s1367,Movie,Thru the Mirror,Dave Hand,"Walt Disney, Marcelite Garner, Sonny Dawson",United States,2019-11-12,1936,TV-G,10 min,"Animation, Comedy, Family",Mickey dreams he goes through his mirror to the other side. See details for advisory.,10,min,2019
s1368,Movie,Tiger Cruise,Duwayne Dunham,"Hayden Panettiere, Troy Evans, Bianca Collins, Nathaniel Lee Jr., Nathaniel Lee, Mercedes Colon",United States,2019-11-12,2004,TV-PG,88 min,"Drama, Family","Maddie Dolan is tired of being labeled a “Navy brat.""",88,min,2019
s1369,Movie,Tim Burton’s The Nightmare Before Christmas,Henry Selick,"Danny Elfman, Chris Sarandon, Catherine O'Hara, William Hickey, Glenn Shadix, Paul Reubens",United States,2019-11-12,1993,PG,78 min,"Animation, Family, Fantasy",Pumpkin King Jack Skellington tries to take over Christmas.,78,min,2019
s1370,TV Show,Timon & Pumbaa,Unknown,"Quinton Flynn, Ernie Sabella, Jim Cummings, Nathan Lane",United States,2019-11-12,1995,TV-Y,3 Seasons,"Animation, Buddy, Comedy","Timon, a meerkat, and Pumbaa, a warthog, join together for misadventures in the jungle.",3,Seasons,2019
s1371,Movie,Tin Toy,John Lasseter,"Tinny , Billy",United States,2019-11-12,1988,TV-G,5 min,"Animation, Family, Kids","A scared, Tin Toy realizes he really wants to play.",5,min,2019
s1372,Movie,Tinker Bell,Bradley Raymond,"Mae Whitman, Kristin Chenoweth, Raven-Symoné , Lucy Liu, America Ferrera, Jane Horrocks",United States,2019-11-12,2008,G,81 min,"Action-Adventure, Animation, Fantasy",The story of Disney's most famous fairy is finally revealed.,81,min,2019
s1373,Movie,Tinker Bell and the Great Fairy Rescue,Bradley Raymond,"Mae Whitman, Lauren Mote, Michael Sheen, Pamela Adlon, Lucy Liu, Raven-Symoné",United States,2019-11-12,2010,G,80 min,"Action-Adventure, Animation, Fantasy",Tink risks her own safety when she befriends a curious human girl.,80,min,2019
s1374,Movie,Tinker Bell and the Lost Treasure,Klay Hall,"Mae Whitman, Jesse McCartney, Jane Horrocks, Lucy Liu, Raven-Symoné , Kristin Chenoweth",United States,2019-11-12,2009,G,84 min,"Action-Adventure, Animation, Fantasy",Tink has to set things right when her temper puts Pixie Hollow in danger.,84,min,2019
s1375,Movie,Titanic: 20 Years Later With James Cameron,Thomas Grane,"James Cameron, Bob Ballard",United States,2019-11-12,2017,TV-PG,47 min,"Documentary, Historical",James Cameron revisits his blockbuster film in light of new Titanic research.,47,min,2019
s1376,Movie,Toby Tortoise Returns,Wilfred Jackson,Unknown,United States,2019-11-12,1936,TV-Y7,8 min,"Animation, Family, Sports",Max Hare and Toby Tortoise are opponents in a boxing match. See details for advisory.,8,min,2019
s1377,Movie,Tom and Huck,Peter Hewitt,"Jonathan Thomas, Brad Renfro, Eric Schweig, Charles Rocket, Amy Wright, Michael McShane",United States,2019-11-12,1995,PG,92 min,"Action-Adventure, Comedy, Coming of Age",America's legendary teenage heroes Tom and Huck team-up to save a man from being wrongly accused.,92,min,2019
s1378,Movie,Toy Story,John Lasseter,"Tom Hanks, Tim Allen, Don Rickles, Jim Varney, Wallace Shawn, John Ratzenberger",United States,2019-11-12,1995,G,83 min,"Action-Adventure, Animation, Buddy","Meet Woody, Buzz and the gang in an adventure full of humor and heart.",83,min,2019
s1379,Movie,Toy Story 2,John Lasseter,"Tom Hanks, Tim Allen, Joan Cusack, Kelsey Grammer, Don Rickles, Jim Varney",United States,2019-11-12,1999,G,93 min,"Action-Adventure, Animation, Comedy","Join Woody, Buzz, Jessie and the gang to boldly rescue one of their own.",93,min,2019
s1380,Movie,Toy Story 3,Lee Unkrich,"Tom Hanks, Tim Allen, Joan Cusack, Don Rickles, Wallace Shawn, John Ratzenberger",United States,2019-11-12,2010,G,103 min,"Animation, Comedy, Drama","Woody, Buzz and the gang return for more adventures with new friends.",103,min,2019
s1381,Movie,Toy Story Toons: Hawaiian Vacation,Gary Rydstrom,"Tom Hanks, Tim Allen, Joan Cusack, Kristen Schaal, Wallace Shawn, Axel Geddes",United States,2019-11-12,2011,G,6 min,"Animation, Comedy, Family",Ken and Barbie get the vacation of their dreams.,6,min,2019
s1382,Movie,Toy Story Toons: Partysaurus Rex,Mark Walsh,"Tom Hanks, Tim Allen, Wallace Shawn, Corey Burton, Tony Cox, Don Fullilove",United States,2019-11-12,2012,G,9 min,"Animation, Comedy, Family",Rex throws an over-the-top bath time bash!,9,min,2019
s1383,Movie,Toy Story Toons: Small Fry,Angus MacLane,"Tom Hanks, Tim Allen, John Ratzenberger, Wallace Shawn, Joan Cusack, Estelle Harris",United States,2019-11-12,2011,G,10 min,"Animation, Family, Kids",Buzz is replaced by a miniature version of himself.,10,min,2019
s1384,Movie,Trail of the Panda,Zhong Yu,"Zhong Yu, Zhang Qi, Daichi Harashima, Li Feng, Chang Liu, Ke Qi",China,2019-11-12,2009,G,89 min,"Action-Adventure, Animals & Nature, Family",A mute orphan boy rescues a lost panda cub in the mountains of China.,89,min,2019
s1385,Movie,Trailer Horn,Jack Hannah,Unknown,United States,2019-11-12,1950,TV-G,7 min,"Animation, Comedy, Family",Donald heads out for a nice relaxing camping trip. See details for advisory.,7,min,2019
s1386,Movie,Treasure Island,Byron Haskin,"Bobby Driscoll, Robert Newton, Basil Sydney, Walter Fitzgerald, Denis O'Dea, Finlay Currie","United Kingdom, United States",2019-11-12,1950,PG,96 min,"Action-Adventure, Family",The classic tale of a young boy's search for buried treasure.,96,min,2019
s1387,Movie,Treasure of Matecumbe,Vincent McEveety,"Robert Foxworth, Joan Hackett, Peter Ustinov, Vic Morrow, Johnny Doran, Billy Attmore",United States,2019-11-12,1976,G,116 min,"Action-Adventure, Family, Mystery","Using a secret map, friends face a dangerous search for pirate gold. See details for advisory.",116,min,2019
s1388,Movie,Treasure Planet,"John Musker, Ron Clements","Joseph Gordon-Levitt, Brian Murray, Emma Thompson, David Pierce, Martin Short, Dane Davis",United States,2019-11-12,2002,PG,98 min,"Action-Adventure, Animation, Family",Jim Hawkins follow an intergalactic map in search of Captain Flint's trove.,98,min,2019
s1389,Movie,Tree Climbing Lions,Unknown,Alexander Braczkowski,Unknown,2019-11-12,2018,TV-PG,45 min,"Animals & Nature, Documentary, Family","Lions in Uganda exhibit a rare, mysterious behavior – they spend much of their lives up in trees.",45,min,2019
s1390,Movie,Tron,Steven Lisberger,"Jeff Bridges, Bruce Boxleitner, David Warner, Cindy Morgan, Barnard Hughes, Dan Shor",United States,2019-11-12,1982,PG,96 min,"Action-Adventure, Family, Science Fiction","After practicing his hacking chops, a brilliant video game maker becomes part of his own creation.",96,min,2019
s1391,Movie,Tru Confessions,Paul Hoen,"Shia LaBeouf, Clara Bryant, William McGuire, Nicole Dicker, Kevin Duhaney, Yani Gellman","United States, Canada",2019-11-12,2002,TV-G,83 min,"Coming of Age, Drama",A chance to star in a TV show reveals the value of family for Trudy Walker.,83,min,2019
s1392,Movie,Tuck Everlasting,Jay Russell,"Alexis Bledel, Ben Kingsley, Sissy Spacek, Amy Irving, Victor Garber, Jonathan Jackson",United States,2019-11-12,2002,PG,91 min,"Coming of Age, Drama, Fantasy",A woman falls in love with a man who is immortal.,91,min,2019
s1393,Movie,Tugboat Mickey,Clyde Geronimi,"Walt Disney, Clarence Nash, Pinto Colvig",United States,2019-11-12,1940,TV-G,8 min,"Animation, Comedy, Family",Mickey captains a tugboat with Donald and Goofy as the crew. See details for advisory.,8,min,2019
s1394,Movie,Twas the Night,Nick Castle,"Bryan Cranston, Josh Zuckerman, Jefferson Mappin, Brenda Grate, Rhys Williams, Barclay Hope",United States,2019-11-12,2001,TV-G,87 min,"Comedy, Crime, Fantasy",Danny and his con-artist uncle take over when Santa Claus is knocked out.,87,min,2019
s1395,Movie,Twitches,Stuart Gillard,"Tia Mowry, Tamera Mowry, Kristen Wilson, Patrick Fabian, Pat Kelly, Jennifer Robertson",United States,2019-11-12,2005,TV-PG,87 min,"Comedy, Fantasy",Reunited twin girls discover they have magical powers.,87,min,2019
s1396,Movie,Twitches Too,Stuart Gillard,"Tia Mowry, Tamera Mowry, Kristen Wilson, Patrick Fabian, Pat Kelly, Leslie Seiler",United States,2019-11-12,2007,TV-PG,84 min,"Comedy, Fantasy","When a new evil threat arrives, it's up to the twitches to save Coventry.",84,min,2019
s1397,Movie,Unidentified Flying Oddball,Russ Mayberry,"Dennis Dugan, Jim Dale, Ron Moody, Kenneth More, John Le Mesurier, Rodney Bewes",United States,2019-11-12,1979,G,93 min,"Action-Adventure, Comedy, Family",An astronaut and his robot accidentally travel in time to medieval England.,93,min,2019
s1398,Movie,Up,Pete Docter,"Ed Asner, Christopher Plummer, Jordan Nagai, Bob Peterson, Delroy Lindo, Jerome Ranft",United States,2019-11-12,2009,PG,96 min,"Action-Adventure, Animation, Buddy",An unlikely pair set to the sky for the adventure of their lives.,96,min,2019
s1399,Movie,"Up, Up and Away",Robert Townsend,"Robert Townsend, Michael Pagan, Alex Datcher, Sherman Hemsley, Kevin Connolly, Olivia Burnette","Canada, United States",2019-11-12,2000,TV-G,78 min,"Comedy, Coming of Age, Fantasy",The teenage son in a superhero family anxiously awaits his super powers.,78,min,2019
s1400,Movie,Valiant,Gary Chapman,"Ewan McGregor, Ricky Gervais, Tim Curry, Jim Broadbent, Hugh Laurie, John Cleese","United Kingdom, United States",2019-11-12,2005,G,76 min,"Action-Adventure, Animation, Comedy","When the world needs a hero, a little pigeon steps up.",76,min,2019
s1401,Movie,Waking Sleeping Beauty,Don Hahn,"Don Hahn, Ron Clements, Roy Disney, Glen Keane, Jeffrey Katzenberg, Roger Allers",United States,2019-11-12,2010,PG,87 min,Documentary,A revealing look at the events that ushered in the second chapter of Disney's animation legacy.,87,min,2019
s1402,Movie,WALL-E,Andrew Stanton,"Ben Burtt, Elissa Knight, Jeff Garlin, Fred Willard, Macintalk , John Ratzenberger",United States,2019-11-12,2008,G,99 min,"Action-Adventure, Animation, Family",Join robots WALL-E and EVE on a fantastic journey across the universe.,99,min,2019
s1403,Movie,Wendy Wu: Homecoming Warrior,John Laing,"Brenda Song, Shin Koyamada, Susan Chuang, Justin Chon, Michael Cheng, Andy Fischer-Price",United States,2019-11-12,2006,TV-PG,91 min,"Action-Adventure, Coming of Age, Fantasy",Wendy's world is flipped upside down when a mysterious young monk arrives.,91,min,2019
s1404,Movie,Whispers: An Elephant's Tale,Dereck Joubert,"Angela Bassett, Joanna Lumley, Anne Archer, Debi Derryberry, Kevin Richardson, Alice Ghostley",United States,2019-11-12,2000,G,73 min,"Action-Adventure, Animals & Nature, Family",An adorable baby elephant bravely embarks on a journey through the harsh wilds to find his mother.,73,min,2019
s1405,Movie,White Fang,Randal Kleiser,"Klaus Brandauer, Ethan Hawke, Seymour Cassel, James Remar, Susan Hogan, Suzanne Kent",United States,2019-11-12,1991,PG,109 min,"Action-Adventure, Animals & Nature, Drama",A tale of a young man's journey through the treacherous Yukon Valley with the wolf-dog he rescues.,109,min,2019
s1406,Movie,Who Framed Roger Rabbit,Robert Zemeckis,"Bob Hoskins, Christopher Lloyd, Stubby Kaye, Joanna Cassidy, Alan Tilvern, Richard LeParmentier",United States,2019-11-12,1988,PG,104 min,"Action-Adventure, Animation, Comedy",A juicy mystery filled with loony fun pairs a Toon-hating detective with a cartoon rabbit.,104,min,2019
s1407,TV Show,Wild Yellowstone,Unknown,Bart Thomasson,Germany,2019-11-12,2015,TV-PG,1 Season,"Animals & Nature, Docuseries, Travel",Wild Yellowstone captures the beauty and essence of the land and animals.,1,Season,2019
s1408,Movie,Winged Seduction: Birds of Paradise,Molly Hermann,Josh Goodman,United States,2019-11-12,2012,TV-PG,45 min,"Action-Adventure, Animals & Nature, Documentary","Shape shifting, dancing, dazzling transformers – birds of paradise are astonishing.",45,min,2019
s1409,Movie,Winnie the Pooh,"Stephen Anderson, Don Hall","John Cleese, Jim Cummings, Bud Luckey, Craig Ferguson, Jack Boulter, Travis Oates",United States,2019-11-12,2011,G,68 min,"Animation, Comedy, Family",Reunite with the beloved bear and his silly but steadfast friends.,68,min,2019
s1410,Movie,Winnie the Pooh: A Very Merry Pooh Year,"Ed Wexler, Gary Katona, Jamie Mitchell","Jim Cummings, Peter Cullen, John Fiedler, Michael Gough, William Green, Nikita Hopkins",United States,2019-11-12,2002,G,67 min,"Animation, Kids",Rabbit threatens to move away if the others won't change.,67,min,2019
s1411,Movie,Winnie the Pooh: Springtime with Roo,"Elliot Bour, Saul Blinkoff","Jim Cummings, Ken Sansom, Jimmy Bennett, David Stiers, Kath Soucie, John Fiedler",United States,2019-11-12,2004,G,70 min,"Animation, Kids, Musical",Rabbit forces the others to hold off on fun until spring cleaning is done.,70,min,2019
s1412,Movie,Winter Storage,Jack Hannah,Unknown,United States,2019-11-12,1949,TV-G,7 min,"Animation, Comedy, Family",Donald and Chip and Dale face off over acorns. See details for advisory.,7,min,2019
s1413,TV Show,Wizards of Waverly Place,Unknown,"Selena Gomez, David Henrie, Jake Austin, Jennifer Stone, Maria Canals-Barrera, David DeLuise",United States,2019-11-12,2007,TV-G,4 Seasons,"Comedy, Coming of Age, Fantasy","Alex, Justin, and Max Russo are not your ordinary teenagers – they’re secretly wizards in training!",4,Seasons,2019
s1414,Movie,Wizards of Waverly Place: The Movie,Lev L. Spiro,"Selena Gomez, David Henrie, Jake T. Austin, Jennifer Stone, Maria Canals-Barrera, David DeLuise",United States,2019-11-12,2009,TV-G,94 min,"Action-Adventure, Comedy, Coming of Age",A vacation turns into a spell-soaked adventure for the family of wizards.,94,min,2019
s1415,TV Show,Wolverine and The X-Men,Unknown,"Steve Blum, Chris Edgerly, Jennifer Hale, Michael Ironside, Danielle Judovits, AJ Buckley",United States,2019-11-12,2008,TV-Y7,1 Season,"Action-Adventure, Animation, Kids",Wolverine and the X-Men must join together to prevent a catastrophic future.,1,Season,2019
s1416,Movie,World's Greatest Dogs,Unknown,Mike Secher,United States,2019-11-12,2015,TV-PG,44 min,"Animals & Nature, Documentary, Family","From acrobatics to crazy stunts, this special celebrates amazing dogs and their owners.",44,min,2019
